val/loss,val/acc,val/acc_best,val/loss_best,epoch,step,lr_step,train/loss,train/acc,lr_epoch,train/acc_best,train/loss_best
0.6812281012535095,0.7723000049591064,0.7723000049591064,0.6812281012535095,0,45,,,,,,
,,,,0,49,0.0010000000474974513,,,,,
0.6225101351737976,0.7960000038146973,0.7960000038146973,0.6225101351737976,0,91,,,,,,
,,,,0,99,0.0010000000474974513,,,,,
0.6477725505828857,0.7886999845504761,0.7960000038146973,0.6225101351737976,0,137,,,,,,
,,,,0,149,0.0010000000474974513,,,,,
0.6268598437309265,0.8151000142097473,0.8151000142097473,0.6225101351737976,0,183,,,,,,
,,,,0,199,0.0010000000474974513,,,,,
0.5463025569915771,0.8234999775886536,0.8234999775886536,0.5463025569915771,0,229,,,,,,
,,,,0,249,0.0010000000474974513,,,,,
0.5282447934150696,0.8409000039100647,0.8409000039100647,0.5282447934150696,0,275,,,,,,
,,,,0,299,0.0010000000474974513,,,,,
0.6141528487205505,0.8222000002861023,0.8409000039100647,0.5282447934150696,0,321,,,,,,
,,,,0,349,0.0010000000474974513,,,,,
0.5862205624580383,0.8169000148773193,0.8409000039100647,0.5282447934150696,0,367,,,,,,
,,,,0,399,0.0010000000474974513,,,,,
0.5460969805717468,0.8370000123977661,0.8409000039100647,0.5282447934150696,0,413,,,,,,
,,,,0,449,0.0010000000474974513,,,,,
0.5483342409133911,0.8281000256538391,0.8409000039100647,0.5282447934150696,0,459,,,,,,
,,,,0,499,0.0010000000474974513,,,,,
0.5988436341285706,0.8220999836921692,0.8409000039100647,0.5282447934150696,0,505,,,,,,
,,,,0,549,0.0010000000474974513,,,,,
0.5080990791320801,0.8453999757766724,0.8453999757766724,0.5080990791320801,0,551,,,,,,
0.5722431540489197,0.8413000106811523,0.8453999757766724,0.5080990791320801,0,597,,,,,,
,,,,0,599,0.0010000000474974513,,,,,
0.5633573532104492,0.8428000211715698,0.8453999757766724,0.5080990791320801,0,643,,,,,,
,,,,0,649,0.0010000000474974513,,,,,
0.6011298298835754,0.8130000233650208,0.8453999757766724,0.5080990791320801,0,689,,,,,,
,,,,0,699,0.0010000000474974513,,,,,
0.5368936657905579,0.8396999835968018,0.8453999757766724,0.5080990791320801,0,735,,,,,,
,,,,0,749,0.0010000000474974513,,,,,
0.5876833200454712,0.8355000019073486,0.8453999757766724,0.5080990791320801,0,781,,,,,,
,,,,0,799,0.0010000000474974513,,,,,
0.5349015593528748,0.8464000225067139,0.8464000225067139,0.5080990791320801,0,827,,,,,,
,,,,0,849,0.0010000000474974513,,,,,
0.5803208351135254,0.8284000158309937,0.8464000225067139,0.5080990791320801,0,873,,,,,,
,,,,0,899,0.0010000000474974513,,,,,
0.6214370131492615,0.8348000049591064,0.8464000225067139,0.5080990791320801,0,919,,,,,,
,,,,0,937,,0.5726382732391357,0.8255333304405212,0.0009999909671023488,0.8255333304405212,0.5726382732391357
,,,,1,949,0.0010000000474974513,,,,,
0.5109778046607971,0.8443999886512756,0.8464000225067139,0.5080990791320801,1,983,,,,,,
,,,,1,999,0.0010000000474974513,,,,,
0.4759703576564789,0.8518999814987183,0.8518999814987183,0.4759703576564789,1,1029,,,,,,
,,,,1,1049,0.0010000000474974513,,,,,
0.5151125192642212,0.8489000201225281,0.8518999814987183,0.4759703576564789,1,1075,,,,,,
,,,,1,1099,0.0010000000474974513,,,,,
0.5812569856643677,0.8335000276565552,0.8518999814987183,0.4759703576564789,1,1121,,,,,,
,,,,1,1149,0.0010000000474974513,,,,,
0.5234113931655884,0.8450999855995178,0.8518999814987183,0.4759703576564789,1,1167,,,,,,
,,,,1,1199,0.0010000000474974513,,,,,
0.5069905519485474,0.8536999821662903,0.8536999821662903,0.4759703576564789,1,1213,,,,,,
,,,,1,1249,0.0010000000474974513,,,,,
0.5714406967163086,0.8435999751091003,0.8536999821662903,0.4759703576564789,1,1259,,,,,,
,,,,1,1299,0.0010000000474974513,,,,,
0.5604079365730286,0.8306000232696533,0.8536999821662903,0.4759703576564789,1,1305,,,,,,
,,,,1,1349,0.0010000000474974513,,,,,
0.5106986165046692,0.8518000245094299,0.8536999821662903,0.4759703576564789,1,1351,,,,,,
0.5209819078445435,0.8481000065803528,0.8536999821662903,0.4759703576564789,1,1397,,,,,,
,,,,1,1399,0.0010000000474974513,,,,,
0.5261819362640381,0.8435999751091003,0.8536999821662903,0.4759703576564789,1,1443,,,,,,
,,,,1,1449,0.0010000000474974513,,,,,
0.48482197523117065,0.8607000112533569,0.8607000112533569,0.4759703576564789,1,1489,,,,,,
,,,,1,1499,0.0010000000474974513,,,,,
0.5488463640213013,0.8540999889373779,0.8607000112533569,0.4759703576564789,1,1535,,,,,,
,,,,1,1549,0.0010000000474974513,,,,,
0.5507821440696716,0.8482000231742859,0.8607000112533569,0.4759703576564789,1,1581,,,,,,
,,,,1,1599,0.0010000000474974513,,,,,
0.5455148220062256,0.8338000178337097,0.8607000112533569,0.4759703576564789,1,1627,,,,,,
,,,,1,1649,0.0010000000474974513,,,,,
0.5417683720588684,0.839900016784668,0.8607000112533569,0.4759703576564789,1,1673,,,,,,
,,,,1,1699,0.0010000000474974513,,,,,
0.5706588625907898,0.84579998254776,0.8607000112533569,0.4759703576564789,1,1719,,,,,,
,,,,1,1749,0.0010000000474974513,,,,,
0.5371359586715698,0.8532000184059143,0.8607000112533569,0.4759703576564789,1,1765,,,,,,
,,,,1,1799,0.0010000000474974513,,,,,
0.5390942096710205,0.8398000001907349,0.8607000112533569,0.4759703576564789,1,1811,,,,,,
,,,,1,1849,0.0010000000474974513,,,,,
0.571126401424408,0.84579998254776,0.8607000112533569,0.4759703576564789,1,1857,,,,,,
