lr_step,epoch,step,val/loss,val/acc,val/acc_best,val/loss_best,train/loss,train/acc,lr_epoch,train/acc_best,train/loss_best
0.009999999776482582,0,49,,,,,,,,,
0.009999999776482582,0,99,,,,,,,,,
0.009999999776482582,0,149,,,,,,,,,
,0,186,1.606802225112915,0.836899995803833,0.836899995803833,1.606802225112915,,,,,
0.009999999776482582,0,199,,,,,,,,,
0.009999999776482582,0,249,,,,,,,,,
0.009999999776482582,0,299,,,,,,,,,
0.009999999776482582,0,349,,,,,,,,,
,0,373,1.5596356391906738,0.9038000106811523,0.9038000106811523,1.5596356391906738,,,,,
0.009999999776482582,0,399,,,,,,,,,
0.009999999776482582,0,449,,,,,,,,,
0.009999999776482582,0,499,,,,,,,,,
0.009999999776482582,0,549,,,,,,,,,
,0,560,1.5321013927459717,0.920199990272522,0.920199990272522,1.5321013927459717,,,,,
0.009999999776482582,0,599,,,,,,,,,
0.009999999776482582,0,649,,,,,,,,,
0.009999999776482582,0,699,,,,,,,,,
,0,747,1.531606912612915,0.9247000217437744,0.9247000217437744,1.531606912612915,,,,,
0.009999999776482582,0,749,,,,,,,,,
0.009999999776482582,0,799,,,,,,,,,
0.009999999776482582,0,849,,,,,,,,,
0.009999999776482582,0,899,,,,,,,,,
,0,934,1.5275603532791138,0.9262999892234802,0.9262999892234802,1.5275603532791138,,,,,
,0,937,,,,,1.6548857688903809,0.7904999852180481,0.010000127367675304,0.7904999852180481,1.6548857688903809
0.009999999776482582,1,949,,,,,,,,,
0.009999999776482582,1,999,,,,,,,,,
0.009999999776482582,1,1049,,,,,,,,,
0.009999999776482582,1,1099,,,,,,,,,
,1,1124,1.5240830183029175,0.9226999878883362,0.9262999892234802,1.5240830183029175,,,,,
0.009999999776482582,1,1149,,,,,,,,,
0.009999999776482582,1,1199,,,,,,,,,
0.009999999776482582,1,1249,,,,,,,,,
0.009999999776482582,1,1299,,,,,,,,,
,1,1311,1.5373276472091675,0.9226999878883362,0.9262999892234802,1.5240830183029175,,,,,
0.009999999776482582,1,1349,,,,,,,,,
0.009999999776482582,1,1399,,,,,,,,,
0.009999999776482582,1,1449,,,,,,,,,
,1,1498,1.5181400775909424,0.9323999881744385,0.9323999881744385,1.5181400775909424,,,,,
0.009999999776482582,1,1499,,,,,,,,,
0.009999999776482582,1,1549,,,,,,,,,
0.009999999776482582,1,1599,,,,,,,,,
0.009999999776482582,1,1649,,,,,,,,,
,1,1685,1.5207663774490356,0.9376999735832214,0.9376999735832214,1.5181400775909424,,,,,
0.009999999776482582,1,1699,,,,,,,,,
0.009999999776482582,1,1749,,,,,,,,,
0.009999999776482582,1,1799,,,,,,,,,
0.009999999776482582,1,1849,,,,,,,,,
,1,1872,1.5185554027557373,0.9383999705314636,0.9383999705314636,1.5181400775909424,,,,,
,1,1875,,,,,1.521304965019226,0.933899998664856,0.010000127367675304,0.933899998664856,1.521304965019226
0.009999999776482582,2,1899,,,,,,,,,
0.009999999776482582,2,1949,,,,,,,,,
0.009999999776482582,2,1999,,,,,,,,,
0.009999999776482582,2,2049,,,,,,,,,
,2,2062,1.5196633338928223,0.9265999794006348,0.9383999705314636,1.5181400775909424,,,,,
0.009999999776482582,2,2099,,,,,,,,,
0.009999999776482582,2,2149,,,,,,,,,
0.009999999776482582,2,2199,,,,,,,,,
0.009999999776482582,2,2249,,,,,,,,,
,2,2249,1.530331015586853,0.9327999949455261,0.9383999705314636,1.5181400775909424,,,,,
0.009999999776482582,2,2299,,,,,,,,,
0.009999999776482582,2,2349,,,,,,,,,
0.009999999776482582,2,2399,,,,,,,,,
,2,2436,1.5183782577514648,0.9391000270843506,0.9391000270843506,1.5181400775909424,,,,,
0.009999999776482582,2,2449,,,,,,,,,
0.009999999776482582,2,2499,,,,,,,,,
0.009999999776482582,2,2549,,,,,,,,,
0.009999999776482582,2,2599,,,,,,,,,
,2,2623,1.5167455673217773,0.9448000192642212,0.9448000192642212,1.5167455673217773,,,,,
0.009999999776482582,2,2649,,,,,,,,,
0.009999999776482582,2,2699,,,,,,,,,
0.009999999776482582,2,2749,,,,,,,,,
0.009999999776482582,2,2799,,,,,,,,,
,2,2810,1.5147680044174194,0.945900022983551,0.945900022983551,1.5147680044174194,,,,,
,2,2813,,,,,1.5152286291122437,0.9416166543960571,0.010000127367675304,0.9416166543960571,1.5152286291122437
