val/loss,val/acc,val/acc_best,val/loss_best,epoch,step,lr_step,train/loss,train/acc,lr_epoch,train/acc_best,train/loss_best
0.6044139862060547,0.8001999855041504,0.8001999855041504,0.6044139862060547,0,45,,,,,,
,,,,0,49,0.0010000000474974513,,,,,
0.5821629166603088,0.7980999946594238,0.8001999855041504,0.5821629166603088,0,91,,,,,,
,,,,0,99,0.0010000000474974513,,,,,
0.6085895895957947,0.791700005531311,0.8001999855041504,0.5821629166603088,0,137,,,,,,
,,,,0,149,0.0010000000474974513,,,,,
0.5455427169799805,0.82669997215271,0.82669997215271,0.5455427169799805,0,183,,,,,,
,,,,0,199,0.0010000000474974513,,,,,
0.49797821044921875,0.8424000144004822,0.8424000144004822,0.49797821044921875,0,229,,,,,,
,,,,0,249,0.0010000000474974513,,,,,
0.511620819568634,0.838699996471405,0.8424000144004822,0.49797821044921875,0,275,,,,,,
,,,,0,299,0.0010000000474974513,,,,,
0.5951876044273376,0.8255000114440918,0.8424000144004822,0.49797821044921875,0,321,,,,,,
,,,,0,349,0.0010000000474974513,,,,,
0.5308426022529602,0.8202999830245972,0.8424000144004822,0.49797821044921875,0,367,,,,,,
,,,,0,399,0.0010000000474974513,,,,,
0.5162844657897949,0.8393999934196472,0.8424000144004822,0.49797821044921875,0,413,,,,,,
,,,,0,449,0.0010000000474974513,,,,,
0.5483575463294983,0.8335999846458435,0.8424000144004822,0.49797821044921875,0,459,,,,,,
,,,,0,499,0.0010000000474974513,,,,,
0.5842253565788269,0.814300000667572,0.8424000144004822,0.49797821044921875,0,505,,,,,,
,,,,0,549,0.0010000000474974513,,,,,
0.5064728260040283,0.8447999954223633,0.8447999954223633,0.49797821044921875,0,551,,,,,,
0.5463846921920776,0.8425999879837036,0.8447999954223633,0.49797821044921875,0,597,,,,,,
,,,,0,599,0.0010000000474974513,,,,,
0.519582986831665,0.8428000211715698,0.8447999954223633,0.49797821044921875,0,643,,,,,,
,,,,0,649,0.0010000000474974513,,,,,
0.597037672996521,0.8105000257492065,0.8447999954223633,0.49797821044921875,0,689,,,,,,
,,,,0,699,0.0010000000474974513,,,,,
0.5106856822967529,0.8389999866485596,0.8447999954223633,0.49797821044921875,0,735,,,,,,
,,,,0,749,0.0010000000474974513,,,,,
0.561842143535614,0.8337000012397766,0.8447999954223633,0.49797821044921875,0,781,,,,,,
,,,,0,799,0.0010000000474974513,,,,,
0.5070966482162476,0.8510000109672546,0.8510000109672546,0.49797821044921875,0,827,,,,,,
,,,,0,849,0.0010000000474974513,,,,,
0.5525227785110474,0.8309000134468079,0.8510000109672546,0.49797821044921875,0,873,,,,,,
,,,,0,899,0.0010000000474974513,,,,,
0.5717443823814392,0.8335999846458435,0.8510000109672546,0.49797821044921875,0,919,,,,,,
,,,,0,937,,0.5304210186004639,0.8323833346366882,0.0009999909671023488,0.8323833346366882,0.5304210186004639
,,,,1,949,0.0010000000474974513,,,,,
0.49621182680130005,0.84579998254776,0.8510000109672546,0.49621182680130005,1,983,,,,,,
,,,,1,999,0.0010000000474974513,,,,,
0.4735282361507416,0.8525000214576721,0.8525000214576721,0.4735282361507416,1,1029,,,,,,
,,,,1,1049,0.0010000000474974513,,,,,
0.49993178248405457,0.8471999764442444,0.8525000214576721,0.4735282361507416,1,1075,,,,,,
,,,,1,1099,0.0010000000474974513,,,,,
0.5352962613105774,0.8410000205039978,0.8525000214576721,0.4735282361507416,1,1121,,,,,,
,,,,1,1149,0.0010000000474974513,,,,,
0.5032618045806885,0.8565999865531921,0.8565999865531921,0.4735282361507416,1,1167,,,,,,
,,,,1,1199,0.0010000000474974513,,,,,
0.4607359766960144,0.859000027179718,0.859000027179718,0.4607359766960144,1,1213,,,,,,
,,,,1,1249,0.0010000000474974513,,,,,
0.5366028547286987,0.8436999917030334,0.859000027179718,0.4607359766960144,1,1259,,,,,,
,,,,1,1299,0.0010000000474974513,,,,,
0.507081925868988,0.8349000215530396,0.859000027179718,0.4607359766960144,1,1305,,,,,,
,,,,1,1349,0.0010000000474974513,,,,,
0.4822820723056793,0.8555999994277954,0.859000027179718,0.4607359766960144,1,1351,,,,,,
0.5149776935577393,0.8531000018119812,0.859000027179718,0.4607359766960144,1,1397,,,,,,
,,,,1,1399,0.0010000000474974513,,,,,
0.5356024503707886,0.8367000222206116,0.859000027179718,0.4607359766960144,1,1443,,,,,,
,,,,1,1449,0.0010000000474974513,,,,,
0.4965358376502991,0.8579999804496765,0.859000027179718,0.4607359766960144,1,1489,,,,,,
,,,,1,1499,0.0010000000474974513,,,,,
0.5193297863006592,0.8555999994277954,0.859000027179718,0.4607359766960144,1,1535,,,,,,
,,,,1,1549,0.0010000000474974513,,,,,
0.4809195399284363,0.8583999872207642,0.859000027179718,0.4607359766960144,1,1581,,,,,,
,,,,1,1599,0.0010000000474974513,,,,,
0.5588804483413696,0.8343999981880188,0.859000027179718,0.4607359766960144,1,1627,,,,,,
,,,,1,1649,0.0010000000474974513,,,,,
0.4867502450942993,0.8529000282287598,0.859000027179718,0.4607359766960144,1,1673,,,,,,
,,,,1,1699,0.0010000000474974513,,,,,
0.5487886667251587,0.8429999947547913,0.859000027179718,0.4607359766960144,1,1719,,,,,,
,,,,1,1749,0.0010000000474974513,,,,,
0.4949025511741638,0.855400025844574,0.859000027179718,0.4607359766960144,1,1765,,,,,,
,,,,1,1799,0.0010000000474974513,,,,,
0.5452277660369873,0.8406999707221985,0.859000027179718,0.4607359766960144,1,1811,,,,,,
,,,,1,1849,0.0010000000474974513,,,,,
0.5517181754112244,0.8472999930381775,0.859000027179718,0.4607359766960144,1,1857,,,,,,
,,,,1,1875,,0.4464642107486725,0.8628833293914795,0.0009999909671023488,0.8628833293914795,0.4464642107486725
,,,,2,1899,0.0010000000474974513,,,,,
0.49072474241256714,0.8510000109672546,0.859000027179718,0.4607359766960144,2,1921,,,,,,
,,,,2,1949,0.0010000000474974513,,,,,
0.45724037289619446,0.8579000234603882,0.859000027179718,0.45724037289619446,2,1967,,,,,,
,,,,2,1999,0.0010000000474974513,,,,,
0.499512255191803,0.8464000225067139,0.859000027179718,0.45724037289619446,2,2013,,,,,,
,,,,2,2049,0.0010000000474974513,,,,,
0.5216591954231262,0.8464000225067139,0.859000027179718,0.45724037289619446,2,2059,,,,,,
,,,,2,2099,0.0010000000474974513,,,,,
0.48810669779777527,0.8568999767303467,0.859000027179718,0.45724037289619446,2,2105,,,,,,
,,,,2,2149,0.0010000000474974513,,,,,
0.4739040434360504,0.8672000169754028,0.8672000169754028,0.45724037289619446,2,2151,,,,,,
