val/loss,val/acc,val/acc_best,val/loss_best,epoch,step,train/loss,train/acc,train/acc_best,train/loss_best
0.5277465581893921,0.8094000220298767,0.8094000220298767,0.5277465581893921,0,45,,,,
0.6260544657707214,0.7815999984741211,0.8094000220298767,0.5277465581893921,0,91,,,,
0.520188570022583,0.8109999895095825,0.8109999895095825,0.520188570022583,0,137,,,,
0.5392392873764038,0.8011999726295471,0.8109999895095825,0.520188570022583,0,183,,,,
0.4442991316318512,0.8422999978065491,0.8422999978065491,0.4442991316318512,0,229,,,,
0.4373849034309387,0.8449000120162964,0.8449000120162964,0.4373849034309387,0,275,,,,
0.5099163055419922,0.8126999735832214,0.8449000120162964,0.4373849034309387,0,321,,,,
0.42540377378463745,0.84170001745224,0.8449000120162964,0.42540377378463745,0,367,,,,
0.416517972946167,0.8464999794960022,0.8464999794960022,0.416517972946167,0,413,,,,
0.4057473838329315,0.8529999852180481,0.8529999852180481,0.4057473838329315,0,459,,,,
0.4294985830783844,0.8432000279426575,0.8529999852180481,0.4057473838329315,0,505,,,,
0.5087091326713562,0.8029999732971191,0.8529999852180481,0.4057473838329315,0,551,,,,
0.48066195845603943,0.8147000074386597,0.8529999852180481,0.4057473838329315,0,597,,,,
0.44327500462532043,0.8360000252723694,0.8529999852180481,0.4057473838329315,0,643,,,,
0.4626370072364807,0.8363999724388123,0.8529999852180481,0.4057473838329315,0,689,,,,
0.4234501123428345,0.8417999744415283,0.8529999852180481,0.4057473838329315,0,735,,,,
0.4376516044139862,0.8341000080108643,0.8529999852180481,0.4057473838329315,0,781,,,,
0.38091304898262024,0.8598999977111816,0.8598999977111816,0.38091304898262024,0,827,,,,
0.4094603955745697,0.8518000245094299,0.8598999977111816,0.38091304898262024,0,873,,,,
0.3818523585796356,0.8575999736785889,0.8598999977111816,0.38091304898262024,0,919,,,,
,,,,0,937,0.4637601375579834,0.8306166529655457,0.8306166529655457,0.4637601375579834
0.3775148093700409,0.862500011920929,0.862500011920929,0.3775148093700409,1,983,,,,
0.5255834460258484,0.8277999758720398,0.862500011920929,0.3775148093700409,1,1029,,,,
0.5272208452224731,0.8228999972343445,0.862500011920929,0.3775148093700409,1,1075,,,,
0.3839091360569,0.8605999946594238,0.862500011920929,0.3775148093700409,1,1121,,,,
0.39734357595443726,0.85589998960495,0.862500011920929,0.3775148093700409,1,1167,,,,
0.39701876044273376,0.8565999865531921,0.862500011920929,0.3775148093700409,1,1213,,,,
0.4496925175189972,0.8399999737739563,0.862500011920929,0.3775148093700409,1,1259,,,,
0.379642516374588,0.8607000112533569,0.862500011920929,0.3775148093700409,1,1305,,,,
0.35931769013404846,0.8733000159263611,0.8733000159263611,0.35931769013404846,1,1351,,,,
0.37608978152275085,0.8654999732971191,0.8733000159263611,0.35931769013404846,1,1397,,,,
0.3732558488845825,0.8648999929428101,0.8733000159263611,0.35931769013404846,1,1443,,,,
0.4959609806537628,0.8151999711990356,0.8733000159263611,0.35931769013404846,1,1489,,,,
0.44745635986328125,0.8299999833106995,0.8733000159263611,0.35931769013404846,1,1535,,,,
0.40007996559143066,0.8537999987602234,0.8733000159263611,0.35931769013404846,1,1581,,,,
0.48301824927330017,0.8309999704360962,0.8733000159263611,0.35931769013404846,1,1627,,,,
0.3793714940547943,0.8583999872207642,0.8733000159263611,0.35931769013404846,1,1673,,,,
0.40524527430534363,0.845300018787384,0.8733000159263611,0.35931769013404846,1,1719,,,,
0.3828684687614441,0.862500011920929,0.8733000159263611,0.35931769013404846,1,1765,,,,
0.3923507034778595,0.8582000136375427,0.8733000159263611,0.35931769013404846,1,1811,,,,
0.35679948329925537,0.8655999898910522,0.8733000159263611,0.35679948329925537,1,1857,,,,
,,,,1,1875,0.37538090348243713,0.8628833293914795,0.8628833293914795,0.37538090348243713
0.35933855175971985,0.868399977684021,0.8733000159263611,0.35679948329925537,2,1921,,,,
0.5210928916931152,0.8241000175476074,0.8733000159263611,0.35679948329925537,2,1967,,,,
0.49607211351394653,0.8285999894142151,0.8733000159263611,0.35679948329925537,2,2013,,,,
0.35840585827827454,0.8687999844551086,0.8733000159263611,0.35679948329925537,2,2059,,,,
0.3779452443122864,0.8629999756813049,0.8733000159263611,0.35679948329925537,2,2105,,,,
0.37692418694496155,0.8641999959945679,0.8733000159263611,0.35679948329925537,2,2151,,,,
0.43535006046295166,0.843999981880188,0.8733000159263611,0.35679948329925537,2,2197,,,,
0.3630727529525757,0.8701000213623047,0.8733000159263611,0.35679948329925537,2,2243,,,,
0.35287946462631226,0.8745999932289124,0.8745999932289124,0.35287946462631226,2,2289,,,,
0.3815114200115204,0.8623999953269958,0.8745999932289124,0.35287946462631226,2,2335,,,,
0.37736570835113525,0.8658999800682068,0.8745999932289124,0.35287946462631226,2,2381,,,,
0.43641582131385803,0.8360999822616577,0.8745999932289124,0.35287946462631226,2,2427,,,,
0.41995736956596375,0.839900016784668,0.8745999932289124,0.35287946462631226,2,2473,,,,
0.38245049118995667,0.8619999885559082,0.8745999932289124,0.35287946462631226,2,2519,,,,
0.4331205487251282,0.8478000164031982,0.8745999932289124,0.35287946462631226,2,2565,,,,
0.3615773320198059,0.8661999702453613,0.8745999932289124,0.35287946462631226,2,2611,,,,
0.3959773778915405,0.8499000072479248,0.8745999932289124,0.35287946462631226,2,2657,,,,
0.4466567933559418,0.8446999788284302,0.8745999932289124,0.35287946462631226,2,2703,,,,
0.382099986076355,0.8614000082015991,0.8745999932289124,0.35287946462631226,2,2749,,,,
0.35943856835365295,0.8652999997138977,0.8745999932289124,0.35287946462631226,2,2795,,,,
,,,,2,2813,0.34773656725883484,0.8731333613395691,0.8731333613395691,0.34773656725883484
